cod_bna,nombre,tipo_estacion,vigencia,region,comuna,cuenca,altitud,latitud,longitud
01502005-9,Rio Camarones En Condumaya (Ca),Calidad de Aguas,Vigentes,Región de Arica y Parinacota,Comuna de Camarones,Q. Rio Camarones,0,-18.95108953,-69.48906922
01502006-7,Cuya,Meteorológicas,Suspendidas,Región de Arica y Parinacota,Comuna de Camarones,Q. Rio Camarones,200,-19.11191112,-70.12699855
01502007-5,Esquiña,Meteorológicas,Vigentes,Región de Arica y Parinacota,Comuna de Camarones,Q. Rio Camarones,2170,-18.93727698,-69.52976311
01502008-3,Rio Camarones En Chilpe,Meteorológicas,Vigentes,Región de Arica y Parinacota,Comuna de Camarones,Q. Rio Camarones,1565,-18.94166986,-69.61723007
01502009-1,Meteorologica De Camarones,Meteorológicas,Vigentes,Región de Arica y Parinacota,Comuna de Camarones,Q. Rio Camarones,728,-19.00802139,-69.85559861
01510001-K,Caraguano,Meteorológicas,Suspendidas,Región de Tarapacá,Comuna de Colchane,Altiplanicas,3900,-19.23718384,-68.81499527
01520001-4,Rio Camarones En Desembocadura (Ca),Calidad de Aguas,Suspendidas,Región de Arica y Parinacota,Comuna de Camarones,Q. Rio Camarones,1,-19.18924001,-70.2685434
01610002-1,Quebrada Camiña En Altusa,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Camiña,Costeras R.Camarones-Pampa del Tamarugal,2280,-19.29951883,-69.38925087
01610003-K,Pumire,Meteorológicas,Suspendidas,Región de Tarapacá,Comuna de Colchane,Costeras R.Camarones-Pampa del Tamarugal,4150,-19.09551753,-69.11084731
01610004-8,Q. Camiña 3 Km. A. Arriba De Tarcavire,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Colchane,Costeras R.Camarones-Pampa del Tamarugal,3848,-19.11776607,-69.24408638
01611001-9,Camiña,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Camiña,Costeras R.Camarones-Pampa del Tamarugal,2500,-19.31245615,-69.42737617
01611002-7,Apamilca (Camiña),Meteorológicas,Suspendidas,Región de Tarapacá,Comuna de Camiña,Costeras R.Camarones-Pampa del Tamarugal,2600,-19.29691252,-69.38668435
01700001-2,Vertiente Animas (Ca),Calidad de Aguas,Suspendidas,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1330,-20.50365353,-69.3351333
01700008-K,Esmeralda,Meteorológicas,Suspendidas,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1115,-20.48442876,-69.38140777
01700009-8,Coposa,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Pica,Altiplanicas,3760,-20.8246511,-68.70283535
01700010-1,Huara En Fuerte Baquedano,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1100,-20.13438868,-69.75109215
01700013-6,Salar Zapiga,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1132,-19.80474509,-69.66842701
01700014-4,Salar Pintados,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1021,-20.31136989,-69.7583692
01700015-2,Salar Pintados,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,991,-20.48697015,-69.76843437
01700017-9,Salar Pintados Pica 3,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1058,-20.5363725,-69.42224688
01700018-7,Estacion Exp.Pintados,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1066,-20.62586711,-69.64625944
01700019-5,Salar Pintados,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1009,-20.61274434,-69.64948624
01700022-5,Salar Pintados Pica 1,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1006,-20.58637895,-69.51808064
01700023-3,Chacarilla,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1319,-20.65307928,-69.32683902
01700024-1,Salar Bellavista,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,980,-20.84023912,-69.70898974
01700026-8,Salar Bellavista,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1006,-20.80661805,-69.55741061
01700027-6,Salar Bellavista,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,958,-20.77309605,-69.6379394
01700028-4,Planta Sara 3A,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1019,-20.28920629,-69.75181618
01700030-6,El Carmelo 2,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1025,-20.29678493,-69.62107467
01700032-2,Salar Pintados(Sara Tirana),Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1045,-20.3298078,-69.70088765
01700033-0,Bosque Junoy,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,992,-20.37803942,-69.61502701
01700034-9,Salar Pintados 2,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1012,-20.61514373,-69.62109848
01700039-K,Antonio Mendieta,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1073,-20.33698953,-69.50180185
01700042-K,Salar Bellavista,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Rio Loa,946,-21.30588177,-69.5201479
01700043-8,Salar Bellavista,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1008,-20.72558442,-69.58805811
01700044-6,Salar Sur Viejo,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,925,-20.93442343,-69.57414518
01700045-4,Punta Dolores 4,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1158,-19.67466362,-69.93760765
01700048-9,Salar Pintados,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1019,-20.31198586,-69.81431774
01700050-0,Concova,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1522,-20.48210979,-69.30673131
01700051-9,La Calera 3,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1141,-20.38476613,-69.42960453
01700052-7,La Calera 2,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1092,-20.39438053,-69.44757172
01700053-5,Esmeralda 6,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1038,-20.41406704,-69.48257486
01700054-3,Esmeralda 11,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1131,-20.47638979,-69.38816716
01700055-1,Esmeralda 14,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1113,-20.46810249,-69.40457097
01700056-K,Esmeralda 15,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1116,-20.46698976,-69.40512417
01700057-8,Esmeralda 28,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1147,-20.47874323,-69.38225672
01700058-6,Esmeralda 31,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1112,-20.46143181,-69.4206802
01700059-4,Esmeralda 34,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1156,-20.48702081,-69.37786609
01700061-6,La Tirana 104 - A,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1007,-20.37030674,-69.65181007
01700063-2,Planta Ap. Hispania,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1024,-20.44469192,-69.6439171
01700064-0,Essat Canchones,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,994,-20.47449113,-69.42346771
01700065-9,San Genaro,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.44694459,-69.53361216
01700067-5,Salar Pintados,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,987,-20.40859397,-69.72226155
01700068-3,Puquio Nunez,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1224,-20.60472307,-69.35236887
01700069-1,Salar Pintados,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1009,-20.56110215,-69.64558368
01700070-5,Bosque Junoy,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1010,-20.50420988,-69.62680716
01700072-1,Salar Pintados,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,985,-20.5453246,-69.73654245
01700073-K,Salar Bellavista,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.69809391,-69.63014494
01700074-8,Salar Bellavista,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,968,-20.7343976,-69.61799152
01700075-6,Salar Bellavista,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.80860513,-69.65003303
01700076-4,Salar Bellavista,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1007,-20.76660484,-69.56685128
01700077-2,Salar Bellavista,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,947,-20.81615231,-69.69765288
01700079-9,Felix Quispe,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.4530431,-69.5680894
01700080-2,Luis Quispe,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1017,-20.47727278,-69.569473
01700081-0,Vasconia,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.43498063,-69.52780966
01700082-9,Moscoso,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.33359705,-69.50002822
01700083-7,Granja Maria Jose,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1274,-20.50430517,-69.34836966
01700084-5,Enrique Aguayo,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1276,-20.50608895,-69.34653229
01700085-3,Antonio Napoli Di Capua,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,975,-20.50360369,-69.34215344
01700086-1,Remolino,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1183,-19.71246441,-69.84997791
01700087-K,Remolino,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1179,-19.68334142,-69.86683395
01700088-8,Esmeralda 6,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.41609125,-69.48252366
01700089-6,Pintado Pica 3,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,1062,-20.55504,-69.44068911
01700090-K,Salar De Pintados,Control de Nivel,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.56248199,-69.64142575
01700091-8,Pozo Enpachica,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1622,-19.86940729,-69.43209609
01700092-6,Pozo Jica D,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1093,-20.1651389,-69.68671415
01700093-4,Pozo Jica E,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1043,-20.33160064,-69.68857658
01700094-2,Pozo Jica F,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1052,-20.72041872,-69.50467658
01700095-0,Pozo Jica G,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pica,Altiplanicas,3856,-20.11946312,-68.84219266
01700096-9,Pozo Quebrada De Chacarilla,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,0,-20.64616083,-69.33930347
01700097-7,Guillermo Araya,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.37029076,-69.65607394
01700098-5,Salar Sur Viejo,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,922,-20.91667938,-69.60001266
01700099-3,Jica - 3,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1182,-19.75231936,-69.82172819
01700100-0,Jica - 4,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1206,-19.86019517,-69.74734788
01700101-9,Jica - 5,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1066,-20.2559107,-69.69451374
01700102-7,Jica - 6,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1030,-20.44454257,-69.52117958
01700103-5,Jica - 7,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1016,-20.51187907,-69.66619847
01700104-3,Jica - 8,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1052,-20.59406494,-69.51923892
01700105-1,Jica - 9,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,1004,-20.75355807,-69.59082704
01700106-K,Jica - C,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1147,-19.98490509,-69.70273327
01700107-8,Dmc La Huayca Pozo Almonte,Meteorológicas,Suspendidas,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,991,-20.42167436,-69.62750748
01700108-6,Sondaje Q. Tarapaca,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1130,-20.04972452,-69.61972435
01700109-4,Monitoreo Q. Tarapaca,Control de Nivel,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1121,-20.05194748,-69.64000547
01700110-8,Ariquilda 1,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,0,-19.85722474,-69.78667251
01700111-6,Canchones 7,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.40528537,-69.5258395
01700112-4,Carlos Ossa,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,0,-20.50472256,-69.34750745
01700113-2,Cpc-3,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.74888906,-69.51417496
01700114-0,Cpc-4,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.74333374,-69.50139066
01700115-9,Cuminalla 494,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.46111287,-69.54528133
01700116-7,Ejercito De Chile,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.19111179,-69.61500799
01700117-5,El Carmelo N°8,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.28611336,-69.57889435
01700118-3,Hernan Leon,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,0,-20.47611724,-69.30250032
01700119-1,Miguel Santana,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,0,-20.48250576,-69.30250326
01700120-5,Nicolas Baccelliere,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,0,-20.49611581,-69.35417229
01700121-3,Noria 1,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.96445327,-69.6738961
01700122-1,Noria 3,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.97972938,-69.67222332
01700123-K,Pm-2,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.07277997,-69.07639845
01700124-8,Pozo 95,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.2675031,-69.77445312
01700125-6,Pozo Cerro N°5,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.8016728,-69.52389542
01700126-4,Pozo De Mario Araya,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,0,-20.50278158,-69.35555904
01700127-2,Pozo Surgente N°304,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,0,-20.51250228,-69.31945199
01700128-0,S-17A,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.68667388,-69.65889302
01700129-9,Sondaje Tirana N°2,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Pozo Almonte,Pampa del Tamarugal,0,-20.35805857,-69.64083615
01720002-K,Rio Aroma Despues De Junta Con Macurquin,Calidad de Aguas,Suspendidas,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,3500,-19.41690925,-69.13334277
01720003-8,Rio Aroma En Ariquilda (Ca),Calidad de Aguas,Suspendidas,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,0,-19.64780913,-69.57403249
01720004-6,Puchultiza,Meteorológicas,Suspendidas,Región de Tarapacá,Comuna de Colchane,Pampa del Tamarugal,4300,-19.41385825,-68.9422214
01720005-4,Pozo Quebrada De Aroma,Calidad de Aguas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1245,-19.80292706,-69.67608599
01720006-2,Chiapa,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,3155,-19.53702772,-69.20510386
01730001-6,Rio Coscaya En Pampa Lirima,Calidad de Aguas,Suspendidas,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,3540,-19.88003912,-68.96093013
01730002-4,Rio Tarapaca En Mina San Juan,Calidad de Aguas,Suspendidas,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,0,-19.82997457,-69.28696276
01730003-2,Rio Coscaya En Saitoco,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,0,-19.8674602,-68.93193401
01730007-5,Q. Tarapaca En Sibaya,Fluviométricas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,2830,-19.78310196,-69.14313421
01730012-1,Q. Tarapaca En Laonsana,Sedimentometricas,Suspendidas,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1847,-19.85584981,-69.34633035
01730015-6,Pampa Lirima Dcp,Meteorológicas,Suspendidas,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,5100,-19.76552614,-68.85805559
01730016-4,Pampa Lirima,Meteorológicas,Suspendidas,Región de Tarapacá,Comuna de Pica,Pampa del Tamarugal,4076,-19.84747854,-68.85443963
01730017-2,Poroma,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,2880,-19.87158207,-69.18228114
01730018-0,Lagunillas (Pampa Lirima),Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Pica,Altiplanicas,4020,-19.92445301,-68.82357298
01730019-9,Mocha,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,2150,-19.8145257,-69.27871375
01730020-2,Chuzmiza,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,3400,-19.6855915,-69.18482707
01730021-0,Quebrada De Tarapaca En Tarapaca,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,1453,-19.92528274,-69.50972924
01730022-9,Punto Control Fluviometrico Angostura,Fluviométricas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,2517,-19.86389655,-69.37555607
01730023-7,Punto Control Fluviometrico Poroma,Meteorológicas,Vigentes,Región de Tarapacá,Comuna de Huara,Pampa del Tamarugal,2979,-19.86750528,-69.1744536
